ID_compra,filial,cidade,tipo_cliente,genero,tipo_produto,preco_unitario,quantidade,imposto_5%,total,data,hora,forma_pagamento,avaliacao
278-86-2735,A,Santo André,Normal,Feminino,Alimentos e Bebidas,52.34,3,7.851,164.871,3/27/2019,14:03,Dinheiro,9.2
695-28-6250,A,Santo André,Normal,Feminino,Esportes e Viagem,43.06,5,10.765,226.065,2/4/2019,16:38,Carteira Digital,7.7
379-17-6588,C,São Caetano,Normal,Masculino,Moda,59.61,10,29.805,625.905,3/14/2019,11:07,Dinheiro,5.3
227-50-3718,A,Santo André,Normal,Masculino,Saúde e Beleza,14.62,5,3.655,76.755,3/4/2019,12:23,Dinheiro,4.4
302-15-2162,C,São Caetano,Membro,Masculino,Saúde e Beleza,46.53,6,13.959,293.139,3/3/2019,10:54,Cartão de Crédito,4.3
788-07-8452,C,São Caetano,Membro,Feminino,Casa,24.24,7,8.484,178.164,1/27/2019,17:38,Carteira Digital,9.4
560-49-6611,A,Santo André,Membro,Feminino,Esportes e Viagem,45.58,1,2.279,47.859,2/7/2019,14:13,Dinheiro,9.8
880-35-0356,A,Santo André,Membro,Feminino,Esportes e Viagem,75.2,3,11.28,236.88,2/5/2019,11:51,Carteira Digital,4.8
585-11-6748,B,São Bernardo do Campo,Membro,Masculino,Esportes e Viagem,96.8,3,14.52,304.92,3/15/2019,13:05,Dinheiro,5.3
470-31-3286,B,São Bernardo do Campo,Normal,Masculino,Saúde e Beleza,14.82,3,2.223,46.683,3/1/2019,11:30,Cartão de Crédito,8.7
152-68-2907,A,Santo André,Normal,Masculino,Alimentos e Bebidas,52.2,3,7.83,164.43,2/15/2019,13:30,Cartão de Crédito,9.5
123-35-4896,C,São Caetano,Normal,Feminino,Esportes e Viagem,46.66,9,20.997,440.937,2/17/2019,19:11,Carteira Digital,5.3
258-69-7810,C,São Caetano,Normal,Feminino,Moda,36.85,5,9.2125,193.4625,1/26/2019,18:53,Dinheiro,9.2
334-64-2006,A,Santo André,Membro,Feminino,Casa,70.32,2,7.032,147.672,3/24/2019,14:22,Carteira Digital,9.6
219-61-4139,C,São Caetano,Normal,Masculino,Eletrônicos,83.08,1,4.154,87.234,1/23/2019,17:16,Carteira Digital,6.4
881-41-7302,C,São Caetano,Normal,Feminino,Moda,64.99,1,3.2495,68.2395,1/26/2019,10:06,Cartão de Crédito,4.5
373-09-4567,C,São Caetano,Normal,Masculino,Alimentos e Bebidas,77.56,10,38.78,814.38,3/14/2019,20:35,Carteira Digital,6.9
642-30-6693,B,São Bernardo do Campo,Normal,Feminino,Esportes e Viagem,54.51,6,16.353,343.413,3/17/2019,13:54,Carteira Digital,7.8
484-22-8230,C,São Caetano,Membro,Feminino,Moda,51.89,7,18.1615,381.3915,1/8/2019,20:08,Dinheiro,4.5
830-58-2383,B,São Bernardo do Campo,Normal,Masculino,Casa,31.75,4,6.35,133.35,2/8/2019,15:26,Dinheiro,8.6
559-98-9873,A,Santo André,Membro,Feminino,Moda,53.65,7,18.7775,394.3275,2/10/2019,12:56,Carteira Digital,5.2
544-32-5024,C,São Caetano,Membro,Feminino,Alimentos e Bebidas,49.79,4,9.958,209.118,3/28/2019,19:16,Cartão de Crédito,6.4
318-12-0304,A,Santo André,Normal,Masculino,Moda,30.61,1,1.5305,32.1405,1/23/2019,12:20,Carteira Digital,5.2
349-97-8902,B,São Bernardo do Campo,Membro,Masculino,Alimentos e Bebidas,57.89,2,5.789,121.569,1/17/2019,10:37,Carteira Digital,8.9
421-95-9805,A,Santo André,Normal,Feminino,Eletrônicos,28.96,1,1.448,30.408,2/7/2019,10:18,Cartão de Crédito,6.2
277-35-5865,C,São Caetano,Membro,Feminino,Alimentos e Bebidas,98.97,9,44.5365,935.2665,3/9/2019,11:23,Dinheiro,6.7
789-23-8625,B,São Bernardo do Campo,Membro,Masculino,Moda,93.22,3,13.983,293.643,1/24/2019,11:45,Dinheiro,7.2
284-54-4231,C,São Caetano,Membro,Masculino,Esportes e Viagem,80.93,1,4.0465,84.9765,1/19/2019,16:08,Cartão de Crédito,9.0
443-59-0061,A,Santo André,Membro,Masculino,Alimentos e Bebidas,67.45,10,33.725,708.225,2/3/2019,11:25,Carteira Digital,4.2
509-29-3912,A,Santo André,Membro,Feminino,Esportes e Viagem,38.72,9,17.424,365.904,3/20/2019,12:24,Carteira Digital,4.2
327-40-9673,B,São Bernardo do Campo,Membro,Masculino,Esportes e Viagem,72.6,6,21.78,457.38,1/13/2019,19:51,Dinheiro,6.9
840-19-2096,C,São Caetano,Membro,Masculino,Eletrônicos,87.91,5,21.9775,461.5275,3/14/2019,18:10,Carteira Digital,4.4
828-46-6863,A,Santo André,Membro,Masculino,Alimentos e Bebidas,98.53,6,29.559,620.739,1/23/2019,11:22,Cartão de Crédito,4.0
641-96-3695,C,São Caetano,Membro,Feminino,Moda,43.46,6,13.038,273.798,2/7/2019,17:55,Carteira Digital,8.5
420-97-3340,A,Santo André,Normal,Feminino,Alimentos e Bebidas,71.68,3,10.752,225.792,3/28/2019,15:30,Cartão de Crédito,9.2
436-54-4512,A,Santo André,Membro,Feminino,Alimentos e Bebidas,91.61,1,4.5805,96.1905,3/20/2019,19:44,Dinheiro,9.8
670-79-6321,B,São Bernardo do Campo,Membro,Feminino,Casa,94.59,7,33.1065,695.2365,1/17/2019,15:27,Cartão de Crédito,4.9
852-62-7105,B,São Bernardo do Campo,Normal,Feminino,Moda,83.25,10,41.625,874.125,1/12/2019,11:25,Cartão de Crédito,4.4
598-06-7312,B,São Bernardo do Campo,Membro,Masculino,Moda,91.35,1,4.5675,95.9175,2/16/2019,15:42,Dinheiro,6.8
135-13-8269,B,São Bernardo do Campo,Membro,Feminino,Alimentos e Bebidas,78.88,2,7.888,165.648,1/26/2019,16:04,Dinheiro,9.1
816-57-2053,A,Santo André,Normal,Masculino,Esportes e Viagem,60.87,2,6.087,127.827,3/9/2019,12:37,Carteira Digital,8.7
628-90-8624,B,São Bernardo do Campo,Membro,Masculino,Saúde e Beleza,82.58,10,41.29,867.09,3/14/2019,14:41,Dinheiro,5.0
856-66-2701,A,Santo André,Membro,Masculino,Casa,53.3,3,7.995,167.895,1/25/2019,14:19,Carteira Digital,7.5
308-39-1707,A,Santo André,Normal,Feminino,Moda,12.09,1,0.6045,12.6945,1/26/2019,18:19,Cartão de Crédito,8.2
149-61-1929,A,Santo André,Normal,Masculino,Esportes e Viagem,64.19,10,32.095,673.995,1/19/2019,14:08,Cartão de Crédito,6.7
655-07-2265,A,Santo André,Normal,Masculino,Eletrônicos,78.31,3,11.7465,246.6765,3/5/2019,16:38,Carteira Digital,5.4
589-02-8023,A,Santo André,Membro,Masculino,Alimentos e Bebidas,83.77,2,8.377,175.917,1/15/2019,10:54,Cartão de Crédito,7.0
420-04-7590,B,São Bernardo do Campo,Normal,Masculino,Casa,99.7,3,14.955,314.055,3/18/2019,11:29,Carteira Digital,4.7
182-88-2763,B,São Bernardo do Campo,Membro,Masculino,Alimentos e Bebidas,79.91,3,11.9865,251.7165,3/20/2019,19:28,Cartão de Crédito,5.0
188-55-0967,B,São Bernardo do Campo,Membro,Masculino,Saúde e Beleza,66.47,10,33.235,697.935,1/15/2019,15:01,Cartão de Crédito,5.0
610-46-4100,A,Santo André,Normal,Masculino,Saúde e Beleza,28.95,7,10.1325,212.7825,3/3/2019,20:31,Cartão de Crédito,6.0
318-81-2368,C,São Caetano,Normal,Feminino,Eletrônicos,46.2,1,2.31,48.51,3/19/2019,12:16,Dinheiro,6.3
364-33-8584,B,São Bernardo do Campo,Membro,Feminino,Alimentos e Bebidas,17.63,5,4.4075,92.5575,3/8/2019,15:27,Dinheiro,8.5
665-63-9737,B,São Bernardo do Campo,Normal,Masculino,Moda,52.42,3,7.863,165.123,2/27/2019,17:36,Carteira Digital,7.5
695-09-5146,B,São Bernardo do Campo,Membro,Feminino,Alimentos e Bebidas,98.79,3,14.8185,311.1885,2/23/2019,20:00,Carteira Digital,6.4
155-45-3814,C,São Caetano,Membro,Feminino,Eletrônicos,88.55,8,35.42,743.82,3/19/2019,15:29,Carteira Digital,4.7
794-32-2436,B,São Bernardo do Campo,Membro,Masculino,Eletrônicos,55.67,2,5.567,116.907,3/27/2019,15:08,Carteira Digital,6.0
131-15-8856,C,São Caetano,Membro,Feminino,Alimentos e Bebidas,72.52,8,29.008,609.168,3/30/2019,19:26,Cartão de Crédito,4.0
273-84-2164,C,São Caetano,Membro,Masculino,Eletrônicos,12.05,5,3.0125,63.2625,2/16/2019,15:53,Carteira Digital,5.5
706-36-6154,A,Santo André,Membro,Masculino,Casa,19.36,9,8.712,182.952,1/18/2019,18:43,Carteira Digital,8.7
778-89-7974,C,São Caetano,Normal,Masculino,Saúde e Beleza,70.21,6,21.063,442.323,3/30/2019,14:58,Dinheiro,7.4
574-31-8277,B,São Bernardo do Campo,Membro,Masculino,Moda,33.63,1,1.6815,35.3115,3/20/2019,19:55,Dinheiro,5.6
859-71-0933,C,São Caetano,Membro,Feminino,Esportes e Viagem,15.49,2,1.549,32.529,1/16/2019,15:10,Dinheiro,6.3
740-11-5257,C,São Caetano,Normal,Masculino,Eletrônicos,24.74,10,12.37,259.77,2/24/2019,16:44,Dinheiro,7.1
369-82-2676,B,São Bernardo do Campo,Normal,Masculino,Eletrônicos,75.66,5,18.915,397.215,1/15/2019,18:22,Carteira Digital,7.8
563-47-4072,B,São Bernardo do Campo,Normal,Feminino,Saúde e Beleza,55.81,6,16.743,351.603,1/22/2019,11:52,Dinheiro,9.9
742-04-5161,A,Santo André,Membro,Masculino,Casa,72.78,10,36.39,764.19,2/3/2019,17:24,Dinheiro,7.3
149-15-7606,B,São Bernardo do Campo,Membro,Masculino,Esportes e Viagem,37.32,9,16.794,352.674,3/6/2019,15:31,Carteira Digital,5.1
133-77-3154,B,São Bernardo do Campo,Membro,Masculino,Moda,60.18,4,12.036,252.756,2/16/2019,18:04,Cartão de Crédito,9.4
169-52-4504,A,Santo André,Normal,Feminino,Eletrônicos,15.69,3,2.3535,49.4235,3/14/2019,14:13,Cartão de Crédito,5.8
250-81-7186,C,São Caetano,Normal,Feminino,Eletrônicos,99.69,1,4.9845,104.6745,2/27/2019,10:23,Cartão de Crédito,8.0
562-12-5430,A,Santo André,Membro,Feminino,Moda,88.15,3,13.2225,277.6725,1/18/2019,10:11,Carteira Digital,7.9
816-72-8853,A,Santo André,Membro,Feminino,Esportes e Viagem,27.93,5,6.9825,146.6325,1/29/2019,15:48,Dinheiro,5.9
491-38-3499,A,Santo André,Membro,Masculino,Moda,55.45,1,2.7725,58.2225,2/26/2019,17:46,Cartão de Crédito,4.9
322-02-2271,B,São Bernardo do Campo,Normal,Feminino,Esportes e Viagem,42.97,3,6.4455,135.3555,2/3/2019,11:46,Dinheiro,9.3
842-29-4695,C,São Caetano,Membro,Masculino,Esportes e Viagem,17.14,7,5.999,125.979,1/16/2019,12:07,Cartão de Crédito,7.9
725-67-2480,B,São Bernardo do Campo,Membro,Feminino,Moda,58.75,6,17.625,370.125,3/24/2019,18:14,Cartão de Crédito,5.9
641-51-2661,C,São Caetano,Membro,Feminino,Alimentos e Bebidas,87.1,10,43.55,914.55,2/12/2019,14:45,Cartão de Crédito,9.9
714-02-3114,C,São Caetano,Normal,Feminino,Esportes e Viagem,98.8,2,9.88,207.48,2/21/2019,11:39,Dinheiro,7.7
518-17-2983,A,Santo André,Normal,Feminino,Moda,48.63,4,9.726,204.246,2/4/2019,15:44,Carteira Digital,7.6
779-42-2410,B,São Bernardo do Campo,Membro,Masculino,Alimentos e Bebidas,57.74,3,8.661,181.881,2/20/2019,13:06,Carteira Digital,7.7
190-14-3147,B,São Bernardo do Campo,Normal,Feminino,Saúde e Beleza,17.97,4,3.594,75.474,2/23/2019,20:43,Carteira Digital,6.4
408-66-6712,C,São Caetano,Membro,Feminino,Saúde e Beleza,47.71,6,14.313,300.573,2/16/2019,14:19,Carteira Digital,4.4
679-22-6530,B,São Bernardo do Campo,Normal,Feminino,Esportes e Viagem,40.62,2,4.062,85.302,1/17/2019,10:01,Cartão de Crédito,4.1
588-47-8641,A,Santo André,Membro,Masculino,Moda,56.04,10,28.02,588.42,1/14/2019,19:30,Carteira Digital,4.4
642-61-4706,B,São Bernardo do Campo,Membro,Masculino,Alimentos e Bebidas,93.4,2,9.34,196.14,3/30/2019,16:34,Dinheiro,5.5
576-31-4774,B,São Bernardo do Campo,Normal,Feminino,Saúde e Beleza,73.41,3,11.0115,231.2415,3/2/2019,13:10,Carteira Digital,4.0
556-41-6224,C,São Caetano,Normal,Masculino,Saúde e Beleza,33.64,8,13.456,282.576,2/15/2019,17:10,Cartão de Crédito,9.3
811-03-8790,A,Santo André,Normal,Feminino,Eletrônicos,45.48,10,22.74,477.54,3/1/2019,10:22,Cartão de Crédito,4.8
242-11-3142,B,São Bernardo do Campo,Membro,Masculino,Moda,83.77,2,8.377,175.917,2/24/2019,19:57,Dinheiro,4.6
752-23-3760,B,São Bernardo do Campo,Membro,Feminino,Esportes e Viagem,64.08,7,22.428,470.988,2/19/2019,19:29,Cartão de Crédito,7.3
274-05-5470,A,Santo André,Membro,Feminino,Alimentos e Bebidas,73.47,4,14.694,308.574,2/23/2019,18:30,Dinheiro,6.0
648-94-3045,C,São Caetano,Normal,Masculino,Saúde e Beleza,58.95,10,29.475,618.975,2/7/2019,14:27,Carteira Digital,8.1
130-67-4723,A,Santo André,Membro,Masculino,Alimentos e Bebidas,48.5,6,14.55,305.55,1/11/2019,13:57,Carteira Digital,9.4
528-87-5606,B,São Bernardo do Campo,Membro,Feminino,Eletrônicos,39.48,1,1.974,41.454,2/12/2019,19:43,Dinheiro,6.5
320-85-2052,B,São Bernardo do Campo,Normal,Feminino,Esportes e Viagem,34.81,1,1.7405,36.5505,1/14/2019,10:11,Cartão de Crédito,7.0
370-96-0655,C,São Caetano,Normal,Feminino,Moda,49.32,6,14.796,310.716,1/9/2019,13:46,Carteira Digital,7.1
105-10-6182,A,Santo André,Membro,Masculino,Moda,21.48,2,2.148,45.108,2/27/2019,12:22,Carteira Digital,6.6
510-79-0415,B,São Bernardo do Campo,Membro,Feminino,Esportes e Viagem,23.08,6,6.924,145.404,1/24/2019,19:20,Carteira Digital,4.9
241-96-5076,B,São Bernardo do Campo,Membro,Feminino,Casa,49.1,2,4.91,103.11,1/8/2019,12:58,Cartão de Crédito,6.4
767-97-4650,B,São Bernardo do Campo,Membro,Feminino,Esportes e Viagem,64.83,2,6.483,136.143,1/8/2019,11:59,Cartão de Crédito,8.0
648-83-1321,A,Santo André,Membro,Masculino,Casa,63.56,10,31.78,667.38,1/16/2019,17:59,Dinheiro,4.3
173-57-2300,C,São Caetano,Membro,Masculino,Esportes e Viagem,72.88,2,7.288,153.048,3/13/2019,12:51,Dinheiro,6.1
305-03-2383,A,Santo André,Normal,Feminino,Alimentos e Bebidas,67.1,3,10.065,211.365,2/15/2019,10:36,Dinheiro,7.5
394-55-6384,C,São Caetano,Membro,Feminino,Esportes e Viagem,70.19,9,31.5855,663.2955,1/25/2019,13:38,Dinheiro,6.7
266-20-6657,C,São Caetano,Membro,Masculino,Alimentos e Bebidas,55.04,7,19.264,404.544,3/12/2019,19:39,Carteira Digital,5.2
689-05-1884,A,Santo André,Membro,Masculino,Saúde e Beleza,48.63,10,24.315,510.615,3/4/2019,12:44,Dinheiro,8.8
196-01-2849,C,São Caetano,Membro,Feminino,Moda,73.38,7,25.683,539.343,2/10/2019,13:56,Dinheiro,9.5
372-62-5264,C,São Caetano,Normal,Feminino,Alimentos e Bebidas,52.6,9,23.67,497.07,1/16/2019,14:42,Dinheiro,7.6
800-09-8606,A,Santo André,Membro,Feminino,Casa,87.37,5,21.8425,458.6925,1/29/2019,19:45,Dinheiro,6.6
182-52-7000,A,Santo André,Membro,Feminino,Esportes e Viagem,27.04,4,5.408,113.568,1/1/2019,20:26,Carteira Digital,6.9
826-58-8051,B,São Bernardo do Campo,Normal,Masculino,Casa,62.19,4,12.438,261.198,1/6/2019,19:46,Carteira Digital,4.3
868-06-0466,A,Santo André,Membro,Masculino,Eletrônicos,69.58,9,31.311,657.531,2/19/2019,19:38,Cartão de Crédito,7.8
751-41-9720,C,São Caetano,Normal,Masculino,Casa,97.5,10,48.75,1023.75,1/12/2019,16:18,Carteira Digital,8.0
626-43-7888,C,São Caetano,Normal,Feminino,Moda,60.41,8,24.164,507.444,2/7/2019,12:23,Carteira Digital,9.6
176-64-7711,B,São Bernardo do Campo,Normal,Masculino,Alimentos e Bebidas,32.32,3,4.848,101.808,3/27/2019,19:11,Cartão de Crédito,4.3
191-29-0321,B,São Bernardo do Campo,Membro,Feminino,Moda,19.77,10,9.885,207.585,2/27/2019,18:57,Cartão de Crédito,5.0
729-06-2010,B,São Bernardo do Campo,Membro,Masculino,Saúde e Beleza,80.47,9,36.2115,760.4415,1/6/2019,11:18,Dinheiro,9.2
640-48-5028,B,São Bernardo do Campo,Membro,Feminino,Casa,88.39,9,39.7755,835.2855,3/2/2019,12:40,Dinheiro,6.3
186-79-9562,B,São Bernardo do Campo,Normal,Masculino,Saúde e Beleza,71.77,7,25.1195,527.5095,3/29/2019,14:06,Dinheiro,8.9
834-45-5519,B,São Bernardo do Campo,Normal,Feminino,Eletrônicos,43.0,4,8.6,180.6,1/31/2019,20:48,Carteira Digital,7.6
162-65-8559,C,São Caetano,Membro,Masculino,Alimentos e Bebidas,68.98,1,3.449,72.429,1/21/2019,20:13,Dinheiro,4.8
760-27-5490,C,São Caetano,Normal,Masculino,Moda,15.62,8,6.248,131.208,1/20/2019,20:37,Carteira Digital,9.1
445-30-9252,A,Santo André,Normal,Masculino,Esportes e Viagem,25.7,3,3.855,80.955,1/17/2019,17:59,Carteira Digital,6.1
786-94-2700,A,Santo André,Membro,Masculino,Alimentos e Bebidas,80.62,6,24.186,507.906,2/28/2019,20:18,Dinheiro,9.1
728-88-7867,C,São Caetano,Membro,Feminino,Casa,75.53,4,15.106,317.226,3/19/2019,15:52,Carteira Digital,8.3
183-21-3799,C,São Caetano,Normal,Feminino,Eletrônicos,77.63,9,34.9335,733.6035,2/19/2019,15:14,Carteira Digital,7.2
268-20-3585,C,São Caetano,Normal,Feminino,Saúde e Beleza,13.85,9,6.2325,130.8825,2/4/2019,12:50,Carteira Digital,6.0
735-32-9839,C,São Caetano,Membro,Masculino,Moda,98.7,8,39.48,829.08,1/31/2019,10:36,Carteira Digital,8.5
258-92-7466,A,Santo André,Normal,Feminino,Saúde e Beleza,35.68,5,8.92,187.32,2/6/2019,18:33,Cartão de Crédito,6.6
857-16-3520,A,Santo André,Membro,Feminino,Moda,71.46,7,25.011,525.231,3/28/2019,16:06,Carteira Digital,4.5
482-17-1179,A,Santo André,Membro,Masculino,Eletrônicos,11.94,3,1.791,37.611,1/19/2019,12:47,Cartão de Crédito,8.1
788-21-5741,A,Santo André,Normal,Masculino,Moda,45.38,3,6.807,142.947,2/17/2019,13:34,Cartão de Crédito,7.2
821-14-9046,B,São Bernardo do Campo,Membro,Feminino,Moda,17.48,6,5.244,110.124,1/18/2019,15:04,Cartão de Crédito,6.1
418-05-0656,B,São Bernardo do Campo,Normal,Feminino,Moda,25.56,7,8.946,187.866,2/2/2019,20:42,Dinheiro,7.1
678-79-0726,C,São Caetano,Membro,Feminino,Esportes e Viagem,90.63,9,40.7835,856.4535,1/18/2019,15:28,Dinheiro,5.1
776-68-1096,B,São Bernardo do Campo,Normal,Masculino,Casa,44.12,3,6.618,138.978,3/18/2019,13:45,Cartão de Crédito,7.9
592-46-1692,C,São Caetano,Membro,Feminino,Alimentos e Bebidas,36.77,7,12.8695,270.2595,1/11/2019,20:10,Dinheiro,7.4
434-35-9162,B,São Bernardo do Campo,Membro,Masculino,Alimentos e Bebidas,23.34,4,4.668,98.028,2/4/2019,18:53,Carteira Digital,7.4
149-14-0304,C,São Caetano,Membro,Feminino,Saúde e Beleza,28.5,8,11.4,239.4,2/6/2019,14:24,Dinheiro,6.6
442-44-6497,C,São Caetano,Membro,Masculino,Casa,55.57,3,8.3355,175.0455,1/8/2019,11:42,Cartão de Crédito,5.9
174-64-0215,B,São Bernardo do Campo,Normal,Masculino,Esportes e Viagem,69.74,10,34.87,732.27,3/5/2019,17:49,Cartão de Crédito,8.9
210-74-9613,C,São Caetano,Normal,Masculino,Moda,97.26,4,19.452,408.492,3/16/2019,15:33,Carteira Digital,6.8
299-29-0180,B,São Bernardo do Campo,Membro,Feminino,Casa,52.18,7,18.263,383.523,3/9/2019,10:54,Dinheiro,9.3
247-11-2470,A,Santo André,Membro,Feminino,Moda,22.32,4,4.464,93.744,3/1/2019,16:23,Cartão de Crédito,4.4
635-28-5728,A,Santo André,Normal,Masculino,Saúde e Beleza,56.0,3,8.4,176.4,2/28/2019,19:33,Carteira Digital,4.8
756-49-0168,A,Santo André,Membro,Masculino,Moda,19.7,1,0.985,20.685,2/8/2019,11:39,Carteira Digital,9.5
438-23-1242,B,São Bernardo do Campo,Normal,Masculino,Eletrônicos,75.88,7,26.558,557.718,1/24/2019,10:38,Carteira Digital,8.9
238-45-6950,B,São Bernardo do Campo,Membro,Masculino,Alimentos e Bebidas,53.72,1,2.686,56.406,3/1/2019,20:03,Carteira Digital,6.4
607-65-2441,C,São Caetano,Membro,Masculino,Saúde e Beleza,81.95,10,40.975,860.475,3/10/2019,12:39,Cartão de Crédito,6.0
386-27-7606,C,São Caetano,Membro,Feminino,Casa,81.2,7,28.42,596.82,3/23/2019,15:59,Cartão de Crédito,8.1
137-63-5492,C,São Caetano,Normal,Masculino,Eletrônicos,58.76,10,29.38,616.98,1/29/2019,14:26,Carteira Digital,9.0
197-77-7132,B,São Bernardo do Campo,Membro,Masculino,Eletrônicos,91.56,8,36.624,769.104,1/12/2019,18:22,Carteira Digital,6.0
805-86-0265,A,Santo André,Normal,Masculino,Casa,93.96,9,42.282,887.922,3/20/2019,11:32,Dinheiro,9.8
733-29-1227,C,São Caetano,Normal,Masculino,Casa,55.61,7,19.4635,408.7335,3/23/2019,12:41,Dinheiro,8.5
451-73-2711,C,São Caetano,Normal,Masculino,Alimentos e Bebidas,84.83,1,4.2415,89.0715,1/14/2019,15:20,Carteira Digital,8.8
373-14-0504,A,Santo André,Membro,Feminino,Esportes e Viagem,71.63,2,7.163,150.423,2/12/2019,14:33,Carteira Digital,8.8
546-80-2899,A,Santo André,Membro,Masculino,Casa,37.69,2,3.769,79.149,2/20/2019,15:29,Carteira Digital,9.5
345-68-9016,C,São Caetano,Membro,Feminino,Esportes e Viagem,31.67,8,12.668,266.028,1/2/2019,16:19,Cartão de Crédito,5.6
390-17-5806,C,São Caetano,Membro,Feminino,Alimentos e Bebidas,38.42,1,1.921,40.341,2/2/2019,16:33,Dinheiro,8.6
457-13-1708,B,São Bernardo do Campo,Membro,Masculino,Moda,65.23,10,32.615,684.915,1/8/2019,19:07,Cartão de Crédito,5.2
664-14-2882,C,São Caetano,Membro,Feminino,Casa,10.53,5,2.6325,55.2825,1/30/2019,14:43,Cartão de Crédito,5.8
487-79-6868,B,São Bernardo do Campo,Membro,Feminino,Casa,12.29,9,5.5305,116.1405,3/26/2019,19:28,Cartão de Crédito,8.0
314-23-4520,C,São Caetano,Membro,Masculino,Saúde e Beleza,81.23,7,28.4305,597.0405,1/15/2019,20:44,Dinheiro,9.0
210-30-7976,B,São Bernardo do Campo,Membro,Feminino,Moda,22.32,4,4.464,93.744,3/14/2019,11:16,Carteira Digital,4.1
585-86-8361,A,Santo André,Normal,Feminino,Alimentos e Bebidas,27.28,5,6.82,143.22,2/3/2019,10:31,Cartão de Crédito,8.6
807-14-7833,A,Santo André,Membro,Feminino,Eletrônicos,17.42,10,8.71,182.91,2/22/2019,12:30,Carteira Digital,7.0
775-72-1988,B,São Bernardo do Campo,Normal,Masculino,Casa,73.28,5,18.32,384.72,1/24/2019,15:05,Carteira Digital,8.4
288-38-3758,C,São Caetano,Membro,Feminino,Moda,84.87,3,12.7305,267.3405,1/25/2019,18:30,Carteira Digital,7.4
652-43-6591,A,Santo André,Normal,Feminino,Moda,97.29,8,38.916,817.236,3/9/2019,13:18,Cartão de Crédito,6.2
785-96-0615,B,São Bernardo do Campo,Membro,Feminino,Eletrônicos,35.74,8,14.296,300.216,2/17/2019,15:28,Carteira Digital,4.9
406-46-7107,A,Santo André,Normal,Feminino,Casa,96.52,6,28.956,608.076,1/11/2019,11:52,Dinheiro,4.5
250-17-5703,A,Santo André,Membro,Masculino,Alimentos e Bebidas,18.85,10,9.425,197.925,2/27/2019,18:24,Carteira Digital,5.6
156-95-3964,A,Santo André,Normal,Feminino,Alimentos e Bebidas,55.39,4,11.078,232.638,3/25/2019,15:19,Carteira Digital,8.0
842-40-8179,B,São Bernardo do Campo,Membro,Feminino,Alimentos e Bebidas,77.2,10,38.6,810.6,2/11/2019,10:38,Cartão de Crédito,5.6
525-09-8450,B,São Bernardo do Campo,Normal,Masculino,Eletrônicos,72.13,10,36.065,757.365,1/31/2019,15:12,Cartão de Crédito,4.2
410-67-1709,A,Santo André,Membro,Feminino,Moda,63.88,8,25.552,536.592,1/20/2019,17:48,Carteira Digital,9.9
587-73-4862,A,Santo André,Membro,Feminino,Saúde e Beleza,10.69,5,2.6725,56.1225,3/26/2019,11:07,Carteira Digital,7.6
787-87-2010,A,Santo André,Membro,Masculino,Saúde e Beleza,55.5,4,11.1,233.1,1/20/2019,15:48,Cartão de Crédito,6.6
593-14-4239,B,São Bernardo do Campo,Normal,Feminino,Casa,95.46,8,38.184,801.864,3/5/2019,19:40,Carteira Digital,4.7
801-88-0346,C,São Caetano,Normal,Feminino,Moda,76.06,3,11.409,239.589,1/5/2019,20:30,Cartão de Crédito,9.8
388-76-2555,B,São Bernardo do Campo,Normal,Masculino,Esportes e Viagem,13.69,6,4.107,86.247,2/13/2019,13:59,Dinheiro,6.3
711-31-1234,B,São Bernardo do Campo,Normal,Feminino,Eletrônicos,95.64,4,19.128,401.688,3/16/2019,18:51,Dinheiro,7.9
886-54-6089,A,Santo André,Normal,Feminino,Casa,11.43,6,3.429,72.009,1/15/2019,17:24,Dinheiro,7.7
707-32-7409,B,São Bernardo do Campo,Membro,Feminino,Esportes e Viagem,95.54,4,19.108,401.268,2/26/2019,11:58,Carteira Digital,4.5
759-98-4285,C,São Caetano,Membro,Feminino,Saúde e Beleza,85.87,7,30.0545,631.1445,2/27/2019,19:01,Cartão de Crédito,8.0
201-63-8275,C,São Caetano,Membro,Feminino,Esportes e Viagem,67.99,7,23.7965,499.7265,2/17/2019,16:50,Carteira Digital,5.7
471-06-8611,C,São Caetano,Normal,Feminino,Alimentos e Bebidas,52.42,1,2.621,55.041,2/6/2019,10:22,Cartão de Crédito,6.3
200-16-5952,C,São Caetano,Membro,Masculino,Alimentos e Bebidas,65.65,2,6.565,137.865,1/17/2019,16:46,Dinheiro,6.0
120-54-2248,B,São Bernardo do Campo,Normal,Feminino,Alimentos e Bebidas,28.86,5,7.215,151.515,1/22/2019,18:08,Cartão de Crédito,8.0
102-77-2261,C,São Caetano,Membro,Masculino,Saúde e Beleza,65.31,7,22.8585,480.0285,3/5/2019,18:02,Cartão de Crédito,4.2
875-31-8302,B,São Bernardo do Campo,Normal,Masculino,Esportes e Viagem,93.38,1,4.669,98.049,1/3/2019,13:07,Dinheiro,9.6
102-06-2002,C,São Caetano,Membro,Masculino,Esportes e Viagem,25.25,5,6.3125,132.5625,3/20/2019,17:52,Dinheiro,6.1
457-94-0464,B,São Bernardo do Campo,Membro,Masculino,Eletrônicos,87.87,9,39.5415,830.3715,1/31/2019,20:32,Carteira Digital,5.6
629-42-4133,C,São Caetano,Normal,Masculino,Saúde e Beleza,21.8,8,8.72,183.12,2/19/2019,19:24,Dinheiro,8.3
